author,clean_comment,likes,publishedAt
@SalmonSalmon-b2n,karakter dpr ri terlalu buruk sdmnya kebanyakan cuma gaya gayaan tak berkualitasv kenapa kulaitas dpr terlalu rendah karena tidak ada kualifikasi pendidikan dan pengalaman profesionalnya harusnya ada standar pendidikan minimal s pengalaman profesional carrier dibidangnya minimal tahun dan punya jejak karier yang berkarakter minimal baik,0,2025-08-27T09:27:17Z
@hendyhuang2989,anggota congress america tidak ada tunjangan tunjangan semua hanya terima salary pertahun gaji saja dan harus bayar pajak walaupun anggota congress atau pejabat pemerintah bayar pajak seperti rakyat biasa anggota congress amerika tidak ada tunjangan rumah beras tunjangan anak dll seperti di dpr anggota congress amerika gajinya per tahun rakyat america gajinya rata rata per tahun beda sedikit,0,2025-08-27T09:23:15Z
@idecreative8662,bubarkan dpr,0,2025-08-27T09:07:56Z
@Martumbuhutabarat,tolak ukur nya tunjangan mereka naik itu apa apa hasil kinerja nya mereka selama ini kan mereka tidak ada kpi seperti pegawai karyawan kantor dibandingkan dgn hasil kinerja yang seharus nya sangat bagus dan terasa bagi rakyat indonesia secara ekonomi kalau dibanding dgn rata gaji umr rakyat karyawan di negara kita yang hanya juta paraahhh euy salam akal sehat bravo nkri,0,2025-08-27T09:06:53Z
@mhyaNav,siapa yang acc kenaikan tunjangan dprgak ngotak disaat rakyat kesusahan kelaparan,0,2025-08-27T08:57:28Z
@ImamSitubondo-r9h,samakn dgn umk biar tau ke adaan waegax,0,2025-08-27T08:51:04Z
@ImamSitubondo-r9h,bahan pokok naik bbm naik solusix tingkatkan tunjangn tunjangndpr,0,2025-08-27T08:47:16Z
@IbuMus-u7x,bubarkan dpr tidak berguna buat rakyat penghambur uang negara th dpr main ketak ketok palu sendiri imbasnya rakyat menderita tertindas bubarkan dpr tanpa tawar menawar bebaskan rakyat dari perpajakan apapun ituberi pinjaman lunak bunga tanpa bunga supaya bisa berdayadimana wakil rakyat dimana negara mana pensejahteraan rakyat rakyat hanya diperalat buat cari kenyang masingmasing,0,2025-08-27T08:43:10Z
@DevianaMecca,tapi gaji rakyat di luar negri tinggi di bandingkan di indonesia sehingga rata rata rakyat di luar negri hidupnya makmur dan adil,0,2025-08-27T08:32:37Z
@Jinbe-u1v,uud pasal ayat berbunyi kedaulatan berada ditangan rakyat dan dilaksanakan menurut uud ingat rakyat itu sah memiliki kedaulatan kekuasaan berkuasa bukan dpr ketika wakil rakyat sudah tidak lagi mewakili rakyat maka rakyat kuasa mencopot hingga membubarkan dpr seharusnya ada audit kinerja dan keungan rutin kepada legislatif eksekutif dan yudikatif diawasi langsung oleh rakyat dengan transparansi yang objektif dengan begini sila ke akan terpenuhi untuk mewujudkan sila ke keadilan sosial bagi seluruh rakyat indonesia bukan lembaga bukan partai apalagi pribadi,0,2025-08-27T08:19:12Z
@nejlairfany4077,tinjau ulang gaji kebanyakan itu rakyat menderita sebagai yng diwakili,0,2025-08-27T08:15:56Z
@AgungGumelar-d7e,dpr beban rakyat sini kerja gaji jt kurang masih mampu bauar pajaksitu pajak di tanggung pemerintah kok enakdpr anjing,0,2025-08-27T07:55:17Z
@ekhasuryaningrat9400,malings uang rakyat,0,2025-08-27T07:42:48Z
@TriLestari-ok5nk,demo buruh kalau anggota dpr benar benar suara rakyat mohon di kabulkan poin buruh demo,0,2025-08-27T07:19:13Z
@Satriamlb,ayok kita smua harus jd dprbiar dpt tunjangan tinggi,0,2025-08-27T06:44:59Z
@Satriamlb,enak bgt uang negara itu pajak dari rakyateh buat gaji org kya trnyta rakyat mna aja digaji udh krj cape aj gaji gk imbang,0,2025-08-27T06:44:00Z
@Satriamlb,masyarakat trcekikpajak naikbarang mhal klo gk krj gk mknkerjaan ssh kdg ada kdg tidak,0,2025-08-27T06:42:40Z
@DaniaPutri-u3h,gaji kuli buruh harian panggah gk naik sembako pd naikyg namanya wakil rakyt mna ini,0,2025-08-27T06:42:15Z
@joh2347,kenapa pns tidak di kasih juga tunjagan perumahan sama sama butuh rumah megabdi kepada negara hampir setengah hidupnya mengabdi pns lah yg pantas mendapat tungan perumahan,0,2025-08-27T06:23:37Z
@HanafiNabila,kapan rubuhnya tunjangan mulu udah kaya pohon pisang busuk ditunjang,0,2025-08-27T06:22:59Z
@ABC-e6p,kalau membandingkan dengan negara lain harus bandingkan juga umr nya jadi berapa kali dari umr baru apple to apple singapura sekitar x umr disana dan malaysia x umr di sana kalau di sini hitung sendiri sekitar an x umr,0,2025-08-27T06:17:01Z
@PakGempo-w8h,kenaikan gaji dpr capai juta perbulan bulan pantaskah jawabannya pantas karena wakil rakyat sekalipun rakyat yg mengangkat dpr tolol tolol dan miskin jadi pantas bagi dpr yang gak ber moral,0,2025-08-27T06:13:59Z
@walkingaroundmyhobby,halo minimal yang ngomong dpr bubar turun ya ke jalan jangan komen doang,0,2025-08-27T06:08:21Z
@TimurLaut-y2h,tunjangan kentut tunjangan kencing ko gak ada,0,2025-08-27T05:55:26Z
@hasymonyen,pantas dpr tidak mau membuat uud hukum matii bagi koruptor,0,2025-08-27T05:46:54Z
@erwinjambi1372,demo ad unsur politiksoalny yg bisa memakzulkan wapres cuma dpr,0,2025-08-27T05:43:53Z
@adjatsudrajat117,memang gaji tidak naik tapi tunjangan macam yg tak masuk akal ingat kau makan hasil keringat rakyat sungguh sampai hati rakyat sangat menderita sementara kau senang makan uang rakyat jadi cocok kalau kau dibubarkan,0,2025-08-27T05:40:03Z
@bambangsoerjadi1784,pajak dpr di tanggung rakyat rumah juga di tunjang rakyat,0,2025-08-27T05:09:03Z
@AnuAnu-yl4dh,hai dprr jngan ngurus udel nya sendiri perjuangkkan nasiib pensiunan ktnya wakil rkyat,0,2025-08-27T05:03:19Z
@rizkypratama4336,di tmpt kerjaku gak ada tunjangan kehormatan kenapa ya,0,2025-08-27T04:52:00Z
@DYAROTH-i4s,maaf mungkin ada yg blom di hitung dana aspirasi dn dana kunjungan blom uang mobil dn ada kemungkin ada dana lain kaya jas dn spatu,0,2025-08-27T04:48:42Z
@muhammadhanapi2116,karna presiden prabowo ter bodoh sepanjang sejarah,0,2025-08-27T04:36:10Z
@papumpapum7310,poko nya kalo ngomong bubarkan nggak bakal di dengan kedepan kalo ada calon dpr lagi nggak di coblos kan nggak jadi kalo nggak coblos ama rakyat,0,2025-08-27T04:33:53Z
@sunardi9360,dipikirvmemang betulndewan ro guru malah berguna guru,0,2025-08-27T04:30:59Z
@papumpapum7310,kalo ada calon dpr nya jangan di pilih biar tau rasa nggak usah ada dpr lah,0,2025-08-27T04:30:51Z
@EdiWalnot,senista nistanya profile adalah penghianat negeri yg meminta bayaran atas penghianatannya,0,2025-08-27T04:20:43Z
@Kristina-tt4vi,bulan milyar biadab kalian kita bulan rata rata cuma samapi juta,0,2025-08-27T03:55:04Z
@nanoxxx2834,enak amat y biaya hidup luh d tanggung negara semua gk mikirin rakyat kecil trs pajak trs d naikan buat ngebiayain hidup lo doang benar lawak,0,2025-08-27T03:51:42Z
@caswi3787,klo dibandingkan dg gaji dpr singapura tetap masih besar dpr indonesia krn biaya hidup di singapura jauh lebih mahal,0,2025-08-27T03:21:58Z
@caswi3787,klo dibandingkan dg gaji dpr singapura tetap masih besar dpr indonesia krn biaya hidup di singapura jauh lebih mahal,0,2025-08-27T03:21:43Z
@jjk-wtf,dulu ngemis menebar jani,0,2025-08-27T03:19:10Z
@iyuspermana5214,pantesan rebutan pengen jadi anggota dpr kerja gak karuan gaji aelangit,0,2025-08-27T01:58:47Z
@BlakangKuda,rakyat tetap bertekat bubarkan saja lembaga pengerat menghabiskan uang rakyat dalam rangka rakyat mederita gaji dan tunjangan tikus rakyat melejit mencapapi sampai juta,0,2025-08-27T01:48:30Z
@AlfanSafari,tunjangan dpr ganti aja dengan tunjeken,0,2025-08-27T01:02:07Z
@dewaamoor7402,bubarkan dpr dengan dekrit presiden dpr kurang ajar arogan dan sudan berani menantang rakyat mereka hina rakyat dpr sudah lupa diri bubarkan,0,2025-08-27T00:40:28Z
@Kezia-vp5wu,dpr membodohi rakyat suka sukanya dg rakyatnyadpr beban rakyat bubarkan dpr kr rakyat makin menderitagila gaji melejit kerja nol besar,0,2025-08-27T00:38:07Z
@afifanwari5740,bubarkan dpr,0,2025-08-27T00:37:20Z
@AbidanPanjaitan-l2j,bagi penerima juta masih kurang siapapun orangnya hanya pantaskah,0,2025-08-26T23:48:42Z
@KetutnadaNada,tunjangan berak dpt ya,0,2025-08-26T23:46:01Z
@sumartonokesu4820,dpr yg rakus pasti tak tahu malu,0,2025-08-26T23:04:34Z
@jumari8338,puan maharani gk becus jdi ketua dpr,0,2025-08-26T23:00:32Z
@imronkalisabuk1661,tunj beras dpr jt per bulan pns pensiunan rb itu pengusa negeri itu makmur rakyat menjerit pajak yg naik,0,2025-08-26T22:43:37Z
@ihsan-h4o,rakyat terlalu disakiti,0,2025-08-26T22:03:35Z
@ihsan-h4o,ini kalau tidak segera dihilangkan tunjangan dan gaji dpr negara bisa bubar rakyat gajinya kurang dari jt tapi dpr gaji jt,0,2025-08-26T22:01:22Z
@ihsan-h4o,rakyat semakin rekoso di era sekarang ini,0,2025-08-26T21:56:06Z
@tittogendhel8543,bubarkan dpr segera,0,2025-08-26T20:39:49Z
@widowati4945,tidak pantas kerjanya hanya duduk belum beres,0,2025-08-26T20:14:21Z
@aneidarwati1642,di jadih sama rakyat tp babyak rakyat korban pembunuhan babyak penjahat tidak aman blm lagi menciptakan judi online minuman keras narkoba,0,2025-08-26T18:38:43Z
@MdMustaffaBinAbdullahAbdullah,itulah indonesia rakyat ditinggalkan tapi malaysia mendapat bantuan sumbangan tunai rahmah fasa ke diantara myr hingga myr mengikut bilangan anak dan myr didebitkan terus ke mykad bagi warganegara tahun keatas dimana juta warganegara dan fasa untuk akhir wow tq mygov,0,2025-08-26T18:37:07Z
@aneidarwati1642,menjak puan maharani jdi ketua dpr kacau,0,2025-08-26T18:33:25Z
@javaprojectart,tunjangan tidur juga ada,0,2025-08-26T17:49:07Z
@suswanti6953,asn dan pensiunan kok malah gak dinaikkan to pakkok dpr tunjangan nya menjadikan kita pingsan,0,2025-08-26T17:02:55Z
@anakrantau-y3j4q,mau peras rakyat secara tidak langsungasu kaum buruh susah malah mau di peras,0,2025-08-26T16:13:22Z
@SyffaAjah,ga pantas krjanya aja pda tidur main hp di dpr g ada krjanya buat rakyt enak mkn gaji buta kringet rkyt miskin,0,2025-08-26T16:08:46Z
@Mistaji-p9c,maka dari itu pegawai dpr gak ada yg badanya kurus s mayoritas gendut gendut semua siapa yg gak ayem jadi pegawai dpr yg laki laki gendut lalu yg perempuan semok semok end bahenol,0,2025-08-26T16:05:05Z
@Set356-j6e,semua naik beras cabe semua n ass uk,0,2025-08-26T16:01:00Z
@SlametWidodo-h7d,tunjangan pph berarti mereka bayar pajak nya dibayarin,0,2025-08-26T16:00:05Z
@EVANADRIANUS,oooooooooo sarah di cnbc skrng,0,2025-08-26T15:59:15Z
@SlametWidodo-h7d,itu per bulan,0,2025-08-26T15:57:53Z
@KarimahPutri-v7w,masa pengabdian tahun dapat dana pensiun banjingan,0,2025-08-26T15:48:08Z
@MartineAustralian,tanpa uang rakyat tikus dpr udah jadi gelandangan tunawisma woi anjeng kasi tau komentar gua kalo kaga muka dpr enak nya di santet biar kaga ada di indonesia lagi udah muak gua ama dpr tikus anjing suka bikin rakyat menjerit,0,2025-08-26T15:43:33Z
@axellaaa5816,biasa lah pejabat indo kan garong berjamaah,0,2025-08-26T15:41:54Z
@santosomulyadi8668,harga sembako di malaysia berapa di indonesia berapa singapura berapa bandingkan jg dong,1,2025-08-26T15:40:09Z
@MuhammadYusuf-in7pd,bu jumlah anggota dpr malaysian dpr jumlahnya anggota,0,2025-08-26T15:26:20Z
@fajriwirapermana1013,emang y rakyat masih bisa d bodohin mimpi x yach,0,2025-08-26T15:22:21Z
@sriwatini3120,buat ruu bersihkan pungli korupsi miskinkan koruptor,0,2025-08-26T15:22:05Z
@faroukamazing1982,ngawur kalo ngasih tunjangan,0,2025-08-26T15:20:38Z
@sriwatini3120,dpr makan beras yg dibuat dari emas jadi juta wong beras bondi fsn premium yg enak lo harga ngga pernah ribu itu fah beras eeenak lo coba tu putar pernyataan kd yg diwawan carai ayo dicari biar ngga jadi kebohongan,0,2025-08-26T15:17:27Z
@AlfrenliNdolu-y4z,sangat tidak pantas,0,2025-08-26T15:12:29Z
@riavanbasten2271,sangat pantas biar segera balik modal,0,2025-08-26T15:08:19Z
@mansyural-mukhsinin8398,prabowo harus berani mengeluarkan dekrit presidenbubarkan dpr kalo prabowo gak berani berarti prabowo mendukung selain itu prabowo juga telah memberi amnesti kepada para koruptor maka prabowo lah yang paling utama untuk dilengserkan,0,2025-08-26T15:07:28Z
@JunaediSultan,dpr itu bukan berpihak ke masyarakat tpi ngenyangin perutnya sendiri kinerjanya giba catur sama tidur dan omon omon doang,0,2025-08-26T15:04:42Z
@dwileatari784,bubatkan dpr dan mpr,0,2025-08-26T14:54:45Z
@paulusriyanto7887,bubarkan dpr tidak ada gunanya buat rakyat indonesia menggerogoti uang rakyat,0,2025-08-26T14:50:50Z
@Arta-df2do,harusnya gaji rakyat lebih tinggi dari dprsebab dpr kan wakil rakyatberarti rakyatlah sebagai ketuanya,0,2025-08-26T14:45:20Z
@MajaPortal-v3g,gila banyak sekali tunjangan habis duit rakyat,0,2025-08-26T14:34:07Z
@MuhammadyusufAhmad-z5l,gedung dpr harusnya diratakan karena cuma jadi tempat komando menjajah bangsa sendiri,0,2025-08-26T14:30:42Z
@sutrisno4692,indo majumimpi makan bulan,0,2025-08-26T14:17:03Z
@jhoonkoo2927,bubarkan dpr pejbt bngsat taibubarkan bngsat,0,2025-08-26T14:16:39Z
@sutrisno4692,indo ingin m,0,2025-08-26T14:16:33Z
@MarcellSyakdan-fx5px,lbih baik bubarkan dpr rkyt gk butuh org rakus gk guna,0,2025-08-26T14:11:35Z
@MarcellSyakdan-fx5px,sama aja negara telah buang uang gratis pd org yg tdk shrusnya menerima dan gk guna bagi negara,0,2025-08-26T14:10:19Z
@AhmadFajar-wq9vp,sama wakilnya satu paket,0,2025-08-26T13:50:21Z
@DEDDIIRWAN,dpr benar benar membebankan negara indonesia saja,0,2025-08-26T13:48:18Z
@jupriyantoe32,kebijakan menyengsarakan rakyat ediannnnnnnnnmn indonesia,0,2025-08-26T13:38:21Z
@jupriyantoe32,anjay gimana nggak menjerit rakyat indonesia kalau kayak gini,0,2025-08-26T13:37:26Z
@ehasaleha-xu4nx,tumjangan beras juta satu bulan beras apa yako rakyat kecil mah di kasih beras bau apek,0,2025-08-26T13:32:58Z
@jusmanmading9051,itu belum dihitung saweran dari berbagai investasi yg masuk ke indonesia yg bisa tembus miliaran,0,2025-08-26T13:30:43Z
@ParjanAngkasa-vr6up,beras satu bulan juta aapa benar habis dalam satu bulan nggak masok akal mungkin para istri anggota dpr ri ogah masak,0,2025-08-26T13:22:32Z
@SakimSunrajat-u2y,gaji karyawan aja gajinya di bawah juta bulan itu harusnya di perhatikan cukup engga klo anaknya banyak,0,2025-08-26T13:19:49Z
@InemSuwito,berarti dpr banyak tunjangan tapi masih kurang harusnya lebih lengkap tambah satu lagi tunjang sepur apa ditunjang wooos biar cepat,0,2025-08-26T13:16:15Z
@PujionoPujiono-fl9ij,dpr dewan perampok uang rakyat bangsaaaaat,0,2025-08-26T13:13:13Z
@HeriUcil-l1m,maling uang rakyat,0,2025-08-26T13:04:19Z
@HartonoPurnomo-d8z,wakil rayat tdk memikirkan rayatbubarkan dpr tidak ada gunanya,0,2025-08-26T13:03:51Z
@KiyaiKhindu-d5v,pantes lah gk mungkin orang berduit berebut nyalon anggota dewan walauunhabis meliaran duit yg penting jdi anggota dewan,0,2025-08-26T13:02:02Z
@yakobusasa3705,rakyat bayar pajak lalu mereka ada tunjangan pph pasal ini sangat tidak adil berarti mereka sama saja tidak bayar pajak karena mereka dapat tunjangan pph negeri ini bubar sajagoblok tata kelolanya goblok bangat,0,2025-08-26T12:57:17Z
@Fuuchon,jgn bubar itu pekerjaan yg mulia kalau gada dpr kalian bisa apa,0,2025-08-26T12:49:48Z
@RizkyRamadhan-xn3nd,tunjangan rumah juta bisa nginep di hotel terus selama bulan kawasan pancoran tunjangan komunikasi jt tiap bulan ganti iphone,0,2025-08-26T12:40:24Z
@MuhRokhim-o6i,ya harus kalo gak gimana balik modal korupsi jg harus wong gua nyalon habis miliaran rakyat kan juga seneng waktu gua kasi amplop saat pemilu trus salah gua gitu kalo korupsi salah gua kalo gua minta gaji naiksalah gua kalo minta tunjangan yang seneng pas pemilu dapet ampau silahkan komen,0,2025-08-26T12:35:19Z
@accrifai8968,memang udah gila para pejabat,0,2025-08-26T12:15:30Z
@NusantaraAntara-y8u,dpr dajjal perampok rakyat,0,2025-08-26T12:13:20Z
@yanovfatoh8071,dpr rakus seperti serigala berbulu domba,0,2025-08-26T12:05:15Z
@galaxysemesta,itulah gue malas bayar pajak,0,2025-08-26T12:00:16Z
@unggulunggul2872,bubarkan dpr,0,2025-08-26T11:56:33Z
@An7asena.,ngapain nyoblos anggota parlemen biarkan kosong saja eya surat suara pasti kantor dpr bakal gak ada penghuninya,0,2025-08-26T11:47:44Z
@An7asena.,kerja gak becusssss minta gaji dan tunjangan tinggi mikirrrrrr,0,2025-08-26T11:43:58Z
@DaimamSaja-i9e,dpr anjing,0,2025-08-26T11:41:31Z
@teddysmart1499,kita kostan bayar sendiri sama merantau di jakarta mereka kost aj di bayarin negara pakai uang hasil pajak kita pula,0,2025-08-26T11:39:20Z
@BUNGAWANGI4386,apakah dpr lebih miskin drpd rakat jelata sehingga harus dpt tunjangan segitu banyaknya uang yg seharusnya bisa lebih bermanfaat untuk membantu jutaan rakyat miskinmalah di bagikn ke orang yang sdh kayamapan dan sehat,0,2025-08-26T11:35:00Z
@teguhsubekti4501,cuma selisih sedikit tunjangan beras asn pensiunan rp per bulan,0,2025-08-26T11:30:57Z
@AlpianorBalangan,miliar bulan untuk gaji dpr,0,2025-08-26T11:29:52Z
@suparjiantosuparjianto6606,terlalu kecil lah minimal juta donk,0,2025-08-26T11:25:24Z
@indrobule8956,dpr itu krjanya apa wong krj gak pecus kok di gabi begitu banyak banget,0,2025-08-26T11:23:13Z
@SafaSayang-j7l,,0,2025-08-26T11:19:10Z
@mahmudali1427,dpr pada tunjangan lain dapat bantuan listrikmasyarakat tidak semuanya mendapat bantuan listrik,0,2025-08-26T11:18:05Z
@JuliS-l6y,kami tdk akan pernah but pajak,0,2025-08-26T11:10:41Z
@SafaSayang-j7l,binatang jt hanya untuk tunjangan beras petani nya nelarat tp bibata binatang itu nikmati tunhangan veras,0,2025-08-26T11:10:40Z
@uda2828,patutlah negara ini banyak hutang dan miskin terussss,0,2025-08-26T11:06:24Z
@bangtonay9471,mampus loe yahh pajaknya dinikmatin dprmakannya gue kerja di jepang,0,2025-08-26T10:59:30Z
@arjunaluwunggesik,kepada ythsemua anggota dpr klo merasa tidak mampu mewakili rakyatmohon mundur sajadari pd mensengsarakan rakyattahu ga rakyat kini menjerit,0,2025-08-26T10:51:32Z
@ritadjaya1517,kadalin rakyat melulu,0,2025-08-26T10:26:14Z
@sellasellatinatah,sebenarnya gk usah demo kalau memang semua rakyat tidak setuju dengan dpr seluruh rakyat indonesia mogok gk usah bayar pajakok,0,2025-08-26T10:23:33Z
@KoalaKumal-jq1hr,gak masuk akal jt komunikasi ke surga lu jt beras bisa kk makan belum lu pungli proyek,0,2025-08-26T10:23:06Z
@FatimahAgus-s4u,istikomah bersyukur sentuhan cahaya mutiara hati alquran ilmu trs mengalir berkah ridonya allah swt amin merah putih tetap bersatu menyatu bangkit semangat robohkan bongkar semuanya lawan kebusukan kedoliman kejahatan yg luar biasa oknum kotoran sampah tukus got di pemerintahan gedung kabenet gedung dpr ketua partai politik ri jgn di diam di biarkan trs mengakar bundaya di alam bumi indonesia yg subur makmur hanya cerita di dalam dongeng penyakit nya nkri hilang akal pikiran sehatnya tertutup kebodohan ketololan nya kita sl terjebak terlena manut menunduk penguasa oknum ketua partai politik cukong bos besar di perjalanan thn bumi indonesia trs di jajah fakir miskin umat umat islam tertidas menjerit di bodohi di bohongi di rendahkan hukum keadilan sdh td berlaku nya trm byk mhn di maaf kan lahir batin ya saudara ku umat islam berkah,0,2025-08-26T10:22:36Z
@yoyoksugiarto9429,mengesahkan uud perampasan aset aja gk bisa mau gaji tinggi umr aja udah kebanyakan,0,2025-08-26T10:21:43Z
@SitiAinurRohmah-e5f,pantaslah kalian dpr jadi viral sdhlahtransparansi keuangan kalian beban negara pensiunan tunjangan dkk disaat keadaan rakytat yg phk banyak cari makan sendiri susah suruh bayar pajak tapi kalian bebas pajak tunjangan beras dll ya alloh dzolim kalian sdh makan dari keringat rakyat masih jg cari lagi dg korupsi perampasan aset saja tdk ada keputusan kalian cuman minta makan dr rakyat gk bisa prihatinpotong gaji merekadpr negara lain sana contoh,0,2025-08-26T10:19:31Z
@heriasma4448,anda pengen dpr kita seperti malaisia singapura bisa saja tentu indonesia di bagi jadi negara sebesar singapura mungkin bisa gajinya seperti dpr singapura,0,2025-08-26T10:16:18Z
@heriasma4448,dpr sudah tidak lagi membawa aspirasi masyarakat tapi kelihatan mulai membegal rakyat dengan uu kenaikan gaji dan tunjangan kalau di cari tepatnya ini adalah korupsi legal karena bagai manapun gaji rp jt bulan tidak berdasarkan kajian yang menyeimbangkan kemasukan dan hasil negara jelas ri akan defisit anggaran lebih kurang t setiap tahun,0,2025-08-26T10:12:55Z
@ciciiing6758,sebenarnya dari dulu dpr itu gak ada gunanyacuman rakyat masih menahan dan sabaruntuk skrg masyarakat gak bakal lagi mau sabar yatidak ada lagi yg namanya berbenah diri atau memperbaikipokoknya dpr di tiadakan aja dari indonesia,0,2025-08-26T10:08:39Z
@PaulusPapa,kalau kita paham pendnggin karewan dinas kebersihan dinaikan gajinya dpr hanya judi ollain,0,2025-08-26T10:07:40Z
@masnauliharahap9014,dpr berjogettttt rakyat biasa menjerittt,0,2025-08-26T09:59:02Z
@taufantastis,lebih kaget lagi kalo lihat wawancara kris dayanti bener nir empati,0,2025-08-26T09:58:28Z
@SherinSherin-wj3cu,anggota dpr di mana hati nurani kalian,0,2025-08-26T09:56:14Z
@DekiDarman,dpr anjing apaan si kerja nya apasi selain menaikan partai nya,0,2025-08-26T09:45:34Z
@MTM-w2b,harus kompak jgn byr pjk,1,2025-08-26T09:42:56Z
@AdyArissetia,enak banget dpr setiap melangkah pasti ada tunjanganya bayar pajak kagak kehidupan terjamin tpi tidak berkah,2,2025-08-26T09:37:44Z
@kangahmad5201,menurut anggota dpr ya pasti pantas yang tidak pantas itu disaat rakyat dilema mendapatkan yang normatif aja sulit kok anggota dpr nya naik fantastissangking girangnya jogetjoget dalam sidang miris banget keadilan nya dimanakatanya mewakili rakyat tapi tidak pro rakyat,0,2025-08-26T09:24:12Z
@putt-wi6wj,dpr tak ada gunanya bubarkan aja,0,2025-08-26T09:23:14Z
@synsproject,kok enak yo,0,2025-08-26T09:21:08Z
@MaharaniMayaLaksmi,tunjangan kehormatan,0,2025-08-26T09:09:55Z
@CicakCicak-k9m,menjijikan kinerja apa hihihi,0,2025-08-26T09:08:35Z
@LaMiasi-t2u,singapore dan malaysia itu kekurangan tenaga kerja sedangkan negara kita itu kebanyakan yang gak bisa dapat kerja,0,2025-08-26T09:01:20Z
@agusbandits2900,memang anjing tunjangan berkali lipat dari gaji giliran rakyat dengan entengnya bilang rakyat kalau dalam hari belanja keluar uang ribu sdh ga bisa dibilang miskin atau di atas rata rata asu ga tu mereka dengan entengnya bilang beras naik kebutuhan naik sehingga tunjangan mereka naik rakyat yg gaji umr dianggap sudah cukup bubarkan aja beres,0,2025-08-26T08:58:32Z
@BKSahabatSiswa-d4o,dpr dewan apaan ni masak yg kerjanya planga plongo gk bisa ngomong tunjangan komunikasinya juta lebih mending pilih orang bisu,0,2025-08-26T08:55:00Z
@sodikinsodikin3481,manusia serakah itu akan ingat dosa nya di saat sakaratul mautingat ituazab alloh maha dahsyat,0,2025-08-26T08:46:24Z
@KafrilPinyuh,rakyat kecil di suruh bayar pajaksedangkan pajak dpr di tanggung negara cuman di indonesia yang pemerintahnya hanya memikirkan perutnya sendiri,0,2025-08-26T08:44:30Z
@satukolam,dpr anjing,0,2025-08-26T08:42:40Z
@ronikurnia4492,dewan perampok rakyat,0,2025-08-26T08:40:43Z
@UCHYSANUSHY79,enak bener kerja cuma duduk dikursi empuk dengan ber ackadang kagi rapat banyak yang nonton youtubesementara rakyat menjerit kelaparan dan kesusahansedang anggota dpr dipilih oleh rakyat digaji dari uang rakyatgaji dpr juta bulanmakan gaji buta anggota dpr semua,0,2025-08-26T08:33:10Z
@HusnaenySaaba,dicetak mesin duit kali,0,2025-08-26T08:24:36Z
@anisahtriyono1690,pantas kalo tembus juta karna itu tidak seberapa pas nyalon juga habis milyaran rakyat sudah trima amplop,0,2025-08-26T08:18:38Z
@edyrusneldy5455,setuju sekali kalau dpt di buberkan karena kerjanya tidak pernah bekerja untuk rakyat dan negara cuma menghamburkan uang negara sedangkan rakyat untuk makan saja susah,0,2025-08-26T08:11:58Z
@HengkiRustandi-z8u1y,waduh lucu yang jadi bawahan wakil rakyat jadi bossskamirakyat sebagai bosss mu gak guna kalian bubarkan harga mati,0,2025-08-26T08:07:17Z
@mimam6714,anggot dpr pki merangkap menjadi penjajah,0,2025-08-26T08:00:59Z
@sieghartcaspian,inilah korupsi yang di legalkan kerja ga becus tunjangan naik tros yang lebih gokil lagi pph di tanggung negara,0,2025-08-26T07:53:35Z
@alexpringga4498,negara ini akan jauh lebih maju jika dpr dibubarkan,0,2025-08-26T07:51:14Z
@elpisahrin2040,juta perbulan ini blm termasuk korupsi,0,2025-08-26T07:46:55Z
@MUJIATI253,mulai sekarang gak usah bayar pajak pemilu gak perlu milih dpr atau pun persiden,0,2025-08-26T07:45:27Z
@arieffaeni2895,dpr katanya wakil rakyat namun yg di urusi cuma memperkaya diri tidak pernah sedikitpun ngurusi rakyat,0,2025-08-26T07:43:25Z
@Gustianaana-q7f8c,gaji pokok guru hanya rp jt tidak naik naik gaji pokok tambah tunjangan anak suami atau istri hanya rp jt bulan ini pun untuk guru yg sudah menjelang pensiun bubarkan saja dpr para perampok uang negara mereka mereka penjajah negara dpr gila,0,2025-08-26T07:27:29Z
@Sio-u2t,itu karena banyak dana sudah dikeluarkan waktu nyaleg sehingga kalau diperhitungkan dengan selama tahun belum cukup untuk pengeluaran sehingg berusaha menaikan tunjangan mereka,0,2025-08-26T07:18:50Z
@AjiSaputra-y4v,anjingdprbubarkn,0,2025-08-26T07:15:16Z
@opoopp619,blajar dr pemerintahan negara lain yg mikirinin rakyatini mah mikirin gajih pegawai pemerintah sjburuh gk dipikirinitu gaji pembantu jg harusnya dibukin umr pembantu biyar gk semena gajih prt,0,2025-08-26T07:09:34Z
@sitisuratmi2659,tunjangan jabatan tunjangan kehormatan terkesan dicari tunjangan komunikasi jaman wa kok habis jt internet rb ngomong sampai berbusa sebulan sudah sekeluarga bahkan tetangga ngikut wifi jg cukup maaf ya dpr itu cuma pikiranku itungnganku rakyat biasa yg tolol tunjangan beras jt perbln beras merk apa yg dimakan dan masih banyak lg yg nominalnya itu wow giliran rakyat minta jangan naik terus kebutuhan bahan pokok malah kadang dilangkakan dr peredaran dan rakyat disuruh ngirit bukanya tugas dpr memakmurkan rakyat eh malah memakmurkan perut keluarga sendirimangkelke njengkelke tenan kok dpr ki,0,2025-08-26T07:07:58Z
@Andrie-qi5gd,saran aja gimana klo dpr gaji ikut outsourcing kira kira masi pada minat gak ya dan kna target,0,2025-08-26T06:44:27Z
@mulyanamendol3088,mereka udah ilang kesadaran siapa dia,0,2025-08-26T06:42:31Z
